id,spieltag,saison,heim,gast,tore_heim,tore_gast
14967,4,2012/13,FSV Mainz 05,1.FC Augsburg,2,0
14968,4,2012/13,Hamburger SV,Borussia Dortmund,3,2
14969,4,2012/13,Fortuna Düsseldorf,SC Freiburg,0,0
14970,4,2012/13,Bayer 04 Leverkusen,Borussia Mönchengladbach,1,1
14971,4,2012/13,SV Werder Bremen,VfB Stuttgart,2,2
14972,4,2012/13,TSG Hoffenheim,Hannover 96,3,1
14973,5,2012/13,FC Bayern München,VfL Wolfsburg,3,0
14974,5,2012/13,FC Schalke 04,FSV Mainz 05,3,0
14975,5,2012/13,SpVgg Greuther Fürth,Fortuna Düsseldorf,0,2
14976,5,2012/13,Eintracht Frankfurt,Borussia Dortmund,3,3
14977,5,2012/13,Borussia Mönchengladbach,Hamburger SV,2,2
14978,5,2012/13,VfB Stuttgart,TSG Hoffenheim,0,3
14979,5,2012/13,Hannover 96,1. FC Nürnberg,4,1
14980,5,2012/13,SC Freiburg,SV Werder Bremen,1,2
14981,5,2012/13,1.FC Augsburg,Bayer 04 Leverkusen,1,3
14982,6,2012/13,Fortuna Düsseldorf,FC Schalke 04,2,2
14983,6,2012/13,Bayer 04 Leverkusen,SpVgg Greuther Fürth,2,0
14984,6,2012/13,SV Werder Bremen,FC Bayern München,0,2
14985,6,2012/13,1. FC Nürnberg,VfB Stuttgart,0,2
14986,6,2012/13,TSG Hoffenheim,1.FC Augsburg,0,0
14987,6,2012/13,Hamburger SV,Hannover 96,1,0
14988,6,2012/13,Borussia Dortmund,Borussia Mönchengladbach,5,0
14989,6,2012/13,Eintracht Frankfurt,SC Freiburg,2,1
14990,6,2012/13,VfL Wolfsburg,FSV Mainz 05,0,2
14991,7,2012/13,1.FC Augsburg,SV Werder Bremen,3,1
14992,7,2012/13,FC Bayern München,TSG Hoffenheim,2,0
14993,7,2012/13,FC Schalke 04,VfL Wolfsburg,3,0
14994,7,2012/13,SC Freiburg,1. FC Nürnberg,3,0
14995,7,2012/13,FSV Mainz 05,Fortuna Düsseldorf,1,0
14996,7,2012/13,SpVgg Greuther Fürth,Hamburger SV,0,1
14997,7,2012/13,Borussia Mönchengladbach,Eintracht Frankfurt,2,0
14998,7,2012/13,VfB Stuttgart,Bayer 04 Leverkusen,2,2
14999,7,2012/13,Hannover 96,Borussia Dortmund,1,1
15000,8,2012/13,TSG Hoffenheim,SpVgg Greuther Fürth,3,3
15001,8,2012/13,Borussia Dortmund,FC Schalke 04,1,2
15002,8,2012/13,Bayer 04 Leverkusen,FSV Mainz 05,2,2
15003,8,2012/13,VfL Wolfsburg,SC Freiburg,0,2
15004,8,2012/13,Eintracht Frankfurt,Hannover 96,3,1
15005,8,2012/13,Fortuna Düsseldorf,FC Bayern München,0,5
15006,8,2012/13,SV Werder Bremen,Borussia Mönchengladbach,4,0
15007,8,2012/13,1. FC Nürnberg,1.FC Augsburg,0,0
15008,8,2012/13,Hamburger SV,VfB Stuttgart,0,1
15009,9,2012/13,1.FC Augsburg,Hamburger SV,0,2
15010,9,2012/13,FC Schalke 04,1. FC Nürnberg,1,0
15011,9,2012/13,SC Freiburg,Borussia Dortmund,0,2
15012,9,2012/13,FSV Mainz 05,TSG Hoffenheim,3,0
15013,9,2012/13,SpVgg Greuther Fürth,SV Werder Bremen,1,1
15014,9,2012/13,Fortuna Düsseldorf,VfL Wolfsburg,1,4
15015,9,2012/13,VfB Stuttgart,Eintracht Frankfurt,2,1
15016,9,2012/13,FC Bayern München,Bayer 04 Leverkusen,1,2
15017,9,2012/13,Hannover 96,Borussia Mönchengladbach,2,3
15018,10,2012/13,Eintracht Frankfurt,SpVgg Greuther Fürth,1,1
15019,10,2012/13,Borussia Dortmund,VfB Stuttgart,0,0
15020,10,2012/13,Borussia Mönchengladbach,SC Freiburg,1,1
15021,10,2012/13,Hannover 96,1.FC Augsburg,2,0
15022,10,2012/13,1. FC Nürnberg,VfL Wolfsburg,1,0
15023,10,2012/13,TSG Hoffenheim,FC Schalke 04,3,2
15024,10,2012/13,Hamburger SV,FC Bayern München,0,3
15025,10,2012/13,Bayer 04 Leverkusen,Fortuna Düsseldorf,3,2
15026,10,2012/13,SV Werder Bremen,FSV Mainz 05,2,1
15027,11,2012/13,FSV Mainz 05,1. FC Nürnberg,2,1
15028,11,2012/13,FC Bayern München,Eintracht Frankfurt,2,0
15029,11,2012/13,FC Schalke 04,SV Werder Bremen,2,1
15030,11,2012/13,SC Freiburg,Hamburger SV,0,0
15031,11,2012/13,1.FC Augsburg,Borussia Dortmund,1,3
15032,11,2012/13,Fortuna Düsseldorf,TSG Hoffenheim,1,1
15033,11,2012/13,VfL Wolfsburg,Bayer 04 Leverkusen,3,1
15034,11,2012/13,VfB Stuttgart,Hannover 96,2,4
15035,11,2012/13,SpVgg Greuther Fürth,Borussia Mönchengladbach,2,4
15036,12,2012/13,Borussia Dortmund,SpVgg Greuther Fürth,3,1
15037,12,2012/13,Borussia Mönchengladbach,VfB Stuttgart,1,2
15038,12,2012/13,Hannover 96,SC Freiburg,1,2
15039,12,2012/13,1. FC Nürnberg,FC Bayern München,1,1
15040,12,2012/13,Hamburger SV,FSV Mainz 05,1,0
15041,12,2012/13,Eintracht Frankfurt,1.FC Augsburg,4,2
15042,12,2012/13,Bayer 04 Leverkusen,FC Schalke 04,2,0
15043,12,2012/13,SV Werder Bremen,Fortuna Düsseldorf,2,1
15044,12,2012/13,TSG Hoffenheim,VfL Wolfsburg,1,3
15045,13,2012/13,Fortuna Düsseldorf,Hamburger SV,2,0
15046,13,2012/13,FC Bayern München,Hannover 96,5,0
15047,13,2012/13,FC Schalke 04,Eintracht Frankfurt,1,1
15048,13,2012/13,VfL Wolfsburg,SV Werder Bremen,1,1
15049,13,2012/13,FSV Mainz 05,Borussia Dortmund,1,2
15050,13,2012/13,SpVgg Greuther Fürth,1. FC Nürnberg,0,0
15051,13,2012/13,SC Freiburg,VfB Stuttgart,3,0
15052,13,2012/13,TSG Hoffenheim,Bayer 04 Leverkusen,1,2
15053,13,2012/13,1.FC Augsburg,Borussia Mönchengladbach,1,1
15054,14,2012/13,Borussia Dortmund,Fortuna Düsseldorf,1,1
15055,14,2012/13,Hannover 96,SpVgg Greuther Fürth,2,0
15056,14,2012/13,Hamburger SV,FC Schalke 04,3,1
15057,14,2012/13,Eintracht Frankfurt,FSV Mainz 05,1,3
15058,14,2012/13,Borussia Mönchengladbach,VfL Wolfsburg,2,0
15059,14,2012/13,VfB Stuttgart,1.FC Augsburg,2,1
15060,14,2012/13,SV Werder Bremen,Bayer 04 Leverkusen,1,4
15061,14,2012/13,SC Freiburg,FC Bayern München,0,2
15062,14,2012/13,1. FC Nürnberg,TSG Hoffenheim,4,2
15063,15,2012/13,Fortuna Düsseldorf,Eintracht Frankfurt,4,0
15064,15,2012/13,FC Schalke 04,Borussia Mönchengladbach,1,1
15065,15,2012/13,Bayer 04 Leverkusen,1. FC Nürnberg,1,0
15066,15,2012/13,FSV Mainz 05,Hannover 96,2,1
15067,15,2012/13,1.FC Augsburg,SC Freiburg,1,1
15068,15,2012/13,SpVgg Greuther Fürth,VfB Stuttgart,0,1
15069,15,2012/13,FC Bayern München,Borussia Dortmund,1,1
15070,15,2012/13,TSG Hoffenheim,SV Werder Bremen,1,4
15071,15,2012/13,VfL Wolfsburg,Hamburger SV,1,1
15072,16,2012/13,Hamburger SV,TSG Hoffenheim,2,0
15073,16,2012/13,Borussia Dortmund,VfL Wolfsburg,2,3
15074,16,2012/13,VfB Stuttgart,FC Schalke 04,3,1
15075,16,2012/13,1. FC Nürnberg,Fortuna Düsseldorf,2,0
15076,16,2012/13,SC Freiburg,SpVgg Greuther Fürth,1,0
15077,16,2012/13,1.FC Augsburg,FC Bayern München,0,2
15078,16,2012/13,Eintracht Frankfurt,SV Werder Bremen,4,1
15079,16,2012/13,Borussia Mönchengladbach,FSV Mainz 05,2,0
15080,16,2012/13,Hannover 96,Bayer 04 Leverkusen,3,2
15081,17,2012/13,FC Bayern München,Borussia Mönchengladbach,1,1
15082,17,2012/13,Bayer 04 Leverkusen,Hamburger SV,3,0
15083,17,2012/13,VfL Wolfsburg,Eintracht Frankfurt,0,2
15084,17,2012/13,FSV Mainz 05,VfB Stuttgart,3,1
15085,17,2012/13,SpVgg Greuther Fürth,1.FC Augsburg,1,1
15086,17,2012/13,Fortuna Düsseldorf,Hannover 96,2,1
15087,17,2012/13,FC Schalke 04,SC Freiburg,1,3
15088,17,2012/13,TSG Hoffenheim,Borussia Dortmund,1,3
15089,17,2012/13,SV Werder Bremen,1. FC Nürnberg,1,1
15090,18,2012/13,FC Schalke 04,Hannover 96,5,4
15091,18,2012/13,FC Bayern München,SpVgg Greuther Fürth,2,0
15092,18,2012/13,Bayer 04 Leverkusen,Eintracht Frankfurt,3,1
15093,18,2012/13,VfL Wolfsburg,VfB Stuttgart,2,0
15094,18,2012/13,TSG Hoffenheim,Borussia Mönchengladbach,0,0
15095,18,2012/13,FSV Mainz 05,SC Freiburg,0,0
15096,18,2012/13,SV Werder Bremen,Borussia Dortmund,0,5
15097,18,2012/13,1. FC Nürnberg,Hamburger SV,1,1
15098,18,2012/13,Fortuna Düsseldorf,1.FC Augsburg,2,3
15099,19,2012/13,Borussia Dortmund,1. FC Nürnberg,3,0
15100,19,2012/13,Borussia Mönchengladbach,Fortuna Düsseldorf,2,1
15101,19,2012/13,Hannover 96,VfL Wolfsburg,2,1
15102,19,2012/13,1.FC Augsburg,FC Schalke 04,0,0
15103,19,2012/13,SpVgg Greuther Fürth,FSV Mainz 05,0,3
15104,19,2012/13,Eintracht Frankfurt,TSG Hoffenheim,2,1
15105,19,2012/13,SC Freiburg,Bayer 04 Leverkusen,0,0
15106,19,2012/13,Hamburger SV,SV Werder Bremen,3,2
15107,19,2012/13,VfB Stuttgart,FC Bayern München,0,2
15108,20,2012/13,SV Werder Bremen,Hannover 96,2,0
15109,20,2012/13,FC Schalke 04,SpVgg Greuther Fürth,1,2
15110,20,2012/13,VfL Wolfsburg,1.FC Augsburg,1,1
15111,20,2012/13,TSG Hoffenheim,SC Freiburg,2,1
15112,20,2012/13,FSV Mainz 05,FC Bayern München,0,3
15113,20,2012/13,Fortuna Düsseldorf,VfB Stuttgart,3,1
15114,20,2012/13,Hamburger SV,Eintracht Frankfurt,0,2
15115,20,2012/13,1. FC Nürnberg,Borussia Mönchengladbach,2,1
15116,20,2012/13,Bayer 04 Leverkusen,Borussia Dortmund,2,3
15117,21,2012/13,Borussia Dortmund,Hamburger SV,1,4
15118,21,2012/13,Borussia Mönchengladbach,Bayer 04 Leverkusen,3,3
15119,21,2012/13,VfB Stuttgart,SV Werder Bremen,1,4
15120,21,2012/13,Hannover 96,TSG Hoffenheim,1,0
15121,21,2012/13,SpVgg Greuther Fürth,VfL Wolfsburg,0,1
15122,21,2012/13,Eintracht Frankfurt,1. FC Nürnberg,0,0
15123,21,2012/13,FC Bayern München,FC Schalke 04,4,0
15124,21,2012/13,1.FC Augsburg,FSV Mainz 05,1,1
15125,21,2012/13,SC Freiburg,Fortuna Düsseldorf,1,0
15126,22,2012/13,VfL Wolfsburg,FC Bayern München,0,2
15127,22,2012/13,Bayer 04 Leverkusen,1.FC Augsburg,2,1
15128,22,2012/13,SV Werder Bremen,SC Freiburg,2,3
15129,22,2012/13,FSV Mainz 05,FC Schalke 04,2,2
15130,22,2012/13,Hamburger SV,Borussia Mönchengladbach,1,0
15131,22,2012/13,Fortuna Düsseldorf,SpVgg Greuther Fürth,1,0
15132,22,2012/13,Borussia Dortmund,Eintracht Frankfurt,3,0
15133,22,2012/13,1. FC Nürnberg,Hannover 96,2,2
15134,22,2012/13,TSG Hoffenheim,VfB Stuttgart,0,1
15135,23,2012/13,SC Freiburg,Eintracht Frankfurt,0,0
15136,23,2012/13,FC Bayern München,SV Werder Bremen,6,1
15137,23,2012/13,VfB Stuttgart,1. FC Nürnberg,1,1
15138,23,2012/13,Hannover 96,Hamburger SV,5,1
15139,23,2012/13,FSV Mainz 05,VfL Wolfsburg,1,1
15140,23,2012/13,1.FC Augsburg,TSG Hoffenheim,2,1
15141,23,2012/13,FC Schalke 04,Fortuna Düsseldorf,2,1
15142,23,2012/13,Borussia Mönchengladbach,Borussia Dortmund,1,1
15143,23,2012/13,SpVgg Greuther Fürth,Bayer 04 Leverkusen,0,0
15144,24,2012/13,Eintracht Frankfurt,Borussia Mönchengladbach,0,1
15145,24,2012/13,Borussia Dortmund,Hannover 96,3,1
15146,24,2012/13,VfL Wolfsburg,FC Schalke 04,1,4
15147,24,2012/13,SV Werder Bremen,1.FC Augsburg,0,1
15148,24,2012/13,1. FC Nürnberg,SC Freiburg,1,1
15149,24,2012/13,Hamburger SV,SpVgg Greuther Fürth,1,1
15150,24,2012/13,Bayer 04 Leverkusen,VfB Stuttgart,2,1
15151,24,2012/13,TSG Hoffenheim,FC Bayern München,0,1
15152,24,2012/13,Fortuna Düsseldorf,FSV Mainz 05,1,1
15153,25,2012/13,1.FC Augsburg,1. FC Nürnberg,1,2
15154,25,2012/13,FC Bayern München,Fortuna Düsseldorf,3,2
15155,25,2012/13,FC Schalke 04,Borussia Dortmund,2,1
15156,25,2012/13,SC Freiburg,VfL Wolfsburg,2,5
15157,25,2012/13,FSV Mainz 05,Bayer 04 Leverkusen,1,0
15158,25,2012/13,SpVgg Greuther Fürth,TSG Hoffenheim,0,3
15159,25,2012/13,Borussia Mönchengladbach,SV Werder Bremen,1,1
15160,25,2012/13,Hannover 96,Eintracht Frankfurt,0,0
15161,25,2012/13,VfB Stuttgart,Hamburger SV,0,1
15162,26,2012/13,VfL Wolfsburg,Fortuna Düsseldorf,1,1
15163,26,2012/13,Borussia Dortmund,SC Freiburg,5,1
15164,26,2012/13,SV Werder Bremen,SpVgg Greuther Fürth,2,2
15165,26,2012/13,1. FC Nürnberg,FC Schalke 04,3,0
15166,26,2012/13,TSG Hoffenheim,FSV Mainz 05,0,0
15167,26,2012/13,Hamburger SV,1.FC Augsburg,0,1
15168,26,2012/13,Bayer 04 Leverkusen,FC Bayern München,1,2
15169,26,2012/13,Eintracht Frankfurt,VfB Stuttgart,1,2
15170,26,2012/13,Borussia Mönchengladbach,Hannover 96,1,0
15171,27,2012/13,FC Schalke 04,TSG Hoffenheim,3,0
15172,27,2012/13,VfB Stuttgart,Borussia Dortmund,1,2
15173,27,2012/13,SC Freiburg,Borussia Mönchengladbach,2,0
15174,27,2012/13,FSV Mainz 05,SV Werder Bremen,1,1
15175,27,2012/13,1.FC Augsburg,Hannover 96,0,2
15176,27,2012/13,Fortuna Düsseldorf,Bayer 04 Leverkusen,1,4
15177,27,2012/13,FC Bayern München,Hamburger SV,9,2
15178,27,2012/13,VfL Wolfsburg,1. FC Nürnberg,2,2
15179,27,2012/13,SpVgg Greuther Fürth,Eintracht Frankfurt,2,3
15180,28,2012/13,TSG Hoffenheim,Fortuna Düsseldorf,3,0
15181,28,2012/13,Borussia Dortmund,1.FC Augsburg,4,2
15182,28,2012/13,Borussia Mönchengladbach,SpVgg Greuther Fürth,1,0
15183,28,2012/13,Bayer 04 Leverkusen,VfL Wolfsburg,1,1
15184,28,2012/13,SV Werder Bremen,FC Schalke 04,0,2
15185,28,2012/13,Eintracht Frankfurt,FC Bayern München,0,1
15186,28,2012/13,Hamburger SV,SC Freiburg,0,1
15187,28,2012/13,1. FC Nürnberg,FSV Mainz 05,2,1
15188,28,2012/13,Hannover 96,VfB Stuttgart,0,0
15189,29,2012/13,SC Freiburg,Hannover 96,3,1
15190,29,2012/13,FC Bayern München,1. FC Nürnberg,4,0
15191,29,2012/13,VfL Wolfsburg,TSG Hoffenheim,2,2
15192,29,2012/13,FSV Mainz 05,Hamburger SV,1,2
15193,29,2012/13,SpVgg Greuther Fürth,Borussia Dortmund,1,6
15194,29,2012/13,Fortuna Düsseldorf,SV Werder Bremen,2,2
15195,29,2012/13,FC Schalke 04,Bayer 04 Leverkusen,2,2
15196,29,2012/13,VfB Stuttgart,Borussia Mönchengladbach,2,0
15197,29,2012/13,1.FC Augsburg,Eintracht Frankfurt,2,0
15198,30,2012/13,Borussia Mönchengladbach,1.FC Augsburg,1,0
15199,30,2012/13,Borussia Dortmund,FSV Mainz 05,2,0
15200,30,2012/13,Bayer 04 Leverkusen,TSG Hoffenheim,5,0
15201,30,2012/13,Hannover 96,FC Bayern München,1,6
15202,30,2012/13,Hamburger SV,Fortuna Düsseldorf,2,1
15203,30,2012/13,Eintracht Frankfurt,FC Schalke 04,1,0
15204,30,2012/13,SV Werder Bremen,VfL Wolfsburg,0,3
15205,30,2012/13,VfB Stuttgart,SC Freiburg,2,1
15206,30,2012/13,1. FC Nürnberg,SpVgg Greuther Fürth,0,1
15207,31,2012/13,SpVgg Greuther Fürth,Hannover 96,2,3
15208,31,2012/13,FC Bayern München,SC Freiburg,1,0
15209,31,2012/13,Bayer 04 Leverkusen,SV Werder Bremen,1,0
15210,31,2012/13,VfL Wolfsburg,Borussia Mönchengladbach,3,1
15211,31,2012/13,TSG Hoffenheim,1. FC Nürnberg,2,1
15212,31,2012/13,1.FC Augsburg,VfB Stuttgart,3,0
15213,31,2012/13,Fortuna Düsseldorf,Borussia Dortmund,1,2
15214,31,2012/13,FSV Mainz 05,Eintracht Frankfurt,0,0
15215,31,2012/13,FC Schalke 04,Hamburger SV,4,1
15216,32,2012/13,Borussia Mönchengladbach,FC Schalke 04,0,1
15217,32,2012/13,VfB Stuttgart,SpVgg Greuther Fürth,0,2
15218,32,2012/13,Hannover 96,FSV Mainz 05,2,2
15219,32,2012/13,SV Werder Bremen,TSG Hoffenheim,2,2
15220,32,2012/13,1. FC Nürnberg,Bayer 04 Leverkusen,0,2
15221,32,2012/13,Eintracht Frankfurt,Fortuna Düsseldorf,3,1
15222,32,2012/13,Borussia Dortmund,FC Bayern München,1,1
15223,32,2012/13,SC Freiburg,1.FC Augsburg,2,0
15224,32,2012/13,Hamburger SV,VfL Wolfsburg,1,1
15225,33,2012/13,FC Bayern München,1.FC Augsburg,3,0
15226,33,2012/13,FC Schalke 04,VfB Stuttgart,1,2
15227,33,2012/13,Bayer 04 Leverkusen,Hannover 96,3,1
15228,33,2012/13,VfL Wolfsburg,Borussia Dortmund,3,3
15229,33,2012/13,SV Werder Bremen,Eintracht Frankfurt,1,1
15230,33,2012/13,TSG Hoffenheim,Hamburger SV,1,4
15231,33,2012/13,FSV Mainz 05,Borussia Mönchengladbach,2,4
15232,33,2012/13,SpVgg Greuther Fürth,SC Freiburg,1,2
15233,33,2012/13,Fortuna Düsseldorf,1. FC Nürnberg,1,2
15234,34,2012/13,Borussia Dortmund,TSG Hoffenheim,1,2
15235,34,2012/13,Borussia Mönchengladbach,FC Bayern München,3,4
15236,34,2012/13,VfB Stuttgart,FSV Mainz 05,2,2
15237,34,2012/13,Hannover 96,Fortuna Düsseldorf,3,0
15238,34,2012/13,1. FC Nürnberg,SV Werder Bremen,3,2
15239,34,2012/13,SC Freiburg,FC Schalke 04,1,2
15240,34,2012/13,1.FC Augsburg,SpVgg Greuther Fürth,3,1
15241,34,2012/13,Hamburger SV,Bayer 04 Leverkusen,0,1
15242,34,2012/13,Eintracht Frankfurt,VfL Wolfsburg,2,2
15243,1,2013/14,FC Bayern München,Borussia Mönchengladbach,3,1
15244,1,2013/14,TSG Hoffenheim,1. FC Nürnberg,2,2
15245,1,2013/14,Bayer 04 Leverkusen,SC Freiburg,3,1
15246,1,2013/14,Hannover 96,VfL Wolfsburg,2,0
15247,1,2013/14,1.FC Augsburg,Borussia Dortmund,0,4
15248,1,2013/14,Hertha BSC,Eintracht Frankfurt,6,1
15249,1,2013/14,Eintracht Braunschweig,SV Werder Bremen,0,1
15250,1,2013/14,FSV Mainz 05,VfB Stuttgart,3,2
15251,1,2013/14,FC Schalke 04,Hamburger SV,3,3
15252,2,2013/14,VfB Stuttgart,Bayer 04 Leverkusen,0,1
15253,2,2013/14,VfL Wolfsburg,FC Schalke 04,4,0
15254,2,2013/14,SV Werder Bremen,1.FC Augsburg,1,0
15255,2,2013/14,SC Freiburg,FSV Mainz 05,1,2
15256,2,2013/14,Hamburger SV,TSG Hoffenheim,1,5
15257,2,2013/14,Eintracht Frankfurt,FC Bayern München,0,1
15258,2,2013/14,Borussia Mönchengladbach,Hannover 96,3,0
15259,2,2013/14,1. FC Nürnberg,Hertha BSC,2,2
15260,2,2013/14,Borussia Dortmund,Eintracht Braunschweig,2,1
15261,3,2013/14,Borussia Dortmund,SV Werder Bremen,1,0
15262,3,2013/14,FC Bayern München,1. FC Nürnberg,2,0
15263,3,2013/14,Bayer 04 Leverkusen,Borussia Mönchengladbach,4,2
15264,3,2013/14,Hannover 96,FC Schalke 04,2,1
15265,3,2013/14,TSG Hoffenheim,SC Freiburg,3,3
15266,3,2013/14,FSV Mainz 05,VfL Wolfsburg,2,0
15267,3,2013/14,Hertha BSC,Hamburger SV,1,0
15268,3,2013/14,Eintracht Braunschweig,Eintracht Frankfurt,0,2
15269,3,2013/14,1.FC Augsburg,VfB Stuttgart,2,1
15270,4,2013/14,SC Freiburg,FC Bayern München,1,1
15271,4,2013/14,Borussia Mönchengladbach,SV Werder Bremen,4,1
15272,4,2013/14,Hannover 96,FSV Mainz 05,4,1
15273,4,2013/14,VfL Wolfsburg,Hertha BSC,2,0
15274,4,2013/14,1. FC Nürnberg,1.FC Augsburg,0,1
15275,4,2013/14,Hamburger SV,Eintracht Braunschweig,4,0
15276,4,2013/14,FC Schalke 04,Bayer 04 Leverkusen,2,0
15277,4,2013/14,VfB Stuttgart,TSG Hoffenheim,6,2
15278,4,2013/14,Eintracht Frankfurt,Borussia Dortmund,1,2
15279,5,2013/14,Hertha BSC,VfB Stuttgart,0,1
15280,5,2013/14,FC Bayern München,Hannover 96,2,0
15281,5,2013/14,Bayer 04 Leverkusen,VfL Wolfsburg,3,1
15282,5,2013/14,SV Werder Bremen,Eintracht Frankfurt,0,3
15283,5,2013/14,FSV Mainz 05,FC Schalke 04,0,1
15284,5,2013/14,1.FC Augsburg,SC Freiburg,2,1
15285,5,2013/14,Borussia Dortmund,Hamburger SV,6,2
15286,5,2013/14,TSG Hoffenheim,Borussia Mönchengladbach,2,1
15287,5,2013/14,Eintracht Braunschweig,1. FC Nürnberg,1,1
15288,6,2013/14,Borussia Mönchengladbach,Eintracht Braunschweig,4,1
15289,6,2013/14,Hannover 96,1.FC Augsburg,2,1
15290,6,2013/14,VfL Wolfsburg,TSG Hoffenheim,2,1
15291,6,2013/14,1. FC Nürnberg,Borussia Dortmund,1,1
15292,6,2013/14,FSV Mainz 05,Bayer 04 Leverkusen,1,4
15293,6,2013/14,Hamburger SV,SV Werder Bremen,0,2
15294,6,2013/14,FC Schalke 04,FC Bayern München,0,4
15295,6,2013/14,SC Freiburg,Hertha BSC,1,1
15296,6,2013/14,VfB Stuttgart,Eintracht Frankfurt,1,1
15297,7,2013/14,1.FC Augsburg,Borussia Mönchengladbach,2,2
15298,7,2013/14,Borussia Dortmund,SC Freiburg,5,0
15299,7,2013/14,FC Bayern München,VfL Wolfsburg,1,0
15300,7,2013/14,Bayer 04 Leverkusen,Hannover 96,2,0
15301,7,2013/14,TSG Hoffenheim,FC Schalke 04,3,3
15302,7,2013/14,Hertha BSC,FSV Mainz 05,3,1
15303,7,2013/14,Eintracht Frankfurt,Hamburger SV,2,2
15304,7,2013/14,SV Werder Bremen,1. FC Nürnberg,3,3
15305,7,2013/14,Eintracht Braunschweig,VfB Stuttgart,0,4
15306,8,2013/14,Hannover 96,Hertha BSC,1,1
15307,8,2013/14,FC Schalke 04,1.FC Augsburg,4,1
15308,8,2013/14,Borussia Mönchengladbach,Borussia Dortmund,2,0
15309,8,2013/14,VfB Stuttgart,SV Werder Bremen,1,1
15310,8,2013/14,VfL Wolfsburg,Eintracht Braunschweig,0,2
15311,8,2013/14,FSV Mainz 05,TSG Hoffenheim,2,2
15312,8,2013/14,Bayer 04 Leverkusen,FC Bayern München,1,1
15313,8,2013/14,1. FC Nürnberg,Hamburger SV,0,5
15314,8,2013/14,SC Freiburg,Eintracht Frankfurt,1,1
15315,9,2013/14,TSG Hoffenheim,Bayer 04 Leverkusen,1,2
15316,9,2013/14,Borussia Dortmund,Hannover 96,1,0
15317,9,2013/14,FC Bayern München,FSV Mainz 05,4,1
15318,9,2013/14,SV Werder Bremen,SC Freiburg,0,0
15319,9,2013/14,Eintracht Braunschweig,FC Schalke 04,2,3
15320,9,2013/14,Eintracht Frankfurt,1. FC Nürnberg,1,1
15321,9,2013/14,Hertha BSC,Borussia Mönchengladbach,1,0
15322,9,2013/14,Hamburger SV,VfB Stuttgart,3,3
15323,9,2013/14,1.FC Augsburg,VfL Wolfsburg,1,2
15324,10,2013/14,VfB Stuttgart,1. FC Nürnberg,1,1
15325,10,2013/14,FC Bayern München,Hertha BSC,3,2
15326,10,2013/14,FC Schalke 04,Borussia Dortmund,1,3
15327,10,2013/14,Bayer 04 Leverkusen,1.FC Augsburg,2,1
15328,10,2013/14,Hannover 96,TSG Hoffenheim,1,4
15329,10,2013/14,FSV Mainz 05,Eintracht Braunschweig,2,0
15330,10,2013/14,VfL Wolfsburg,SV Werder Bremen,3,0
15331,10,2013/14,SC Freiburg,Hamburger SV,0,3
15332,10,2013/14,Borussia Mönchengladbach,Eintracht Frankfurt,4,1
15333,11,2013/14,Borussia Dortmund,VfB Stuttgart,6,1
15334,11,2013/14,1. FC Nürnberg,SC Freiburg,0,3
15335,11,2013/14,TSG Hoffenheim,FC Bayern München,1,2
15336,11,2013/14,Hamburger SV,Borussia Mönchengladbach,0,2
15337,11,2013/14,Eintracht Braunschweig,Bayer 04 Leverkusen,1,0
15338,11,2013/14,Hertha BSC,FC Schalke 04,0,2
15339,11,2013/14,Eintracht Frankfurt,VfL Wolfsburg,1,2
15340,11,2013/14,1.FC Augsburg,FSV Mainz 05,2,1
15341,11,2013/14,SV Werder Bremen,Hannover 96,3,2
15342,12,2013/14,Hannover 96,Eintracht Braunschweig,0,0
15343,12,2013/14,FC Bayern München,1.FC Augsburg,3,0
15344,12,2013/14,FC Schalke 04,SV Werder Bremen,3,1
15345,12,2013/14,Bayer 04 Leverkusen,Hamburger SV,5,3
15346,12,2013/14,VfL Wolfsburg,Borussia Dortmund,2,1
15347,12,2013/14,TSG Hoffenheim,Hertha BSC,2,3
15348,12,2013/14,Borussia Mönchengladbach,1. FC Nürnberg,3,1
15349,12,2013/14,FSV Mainz 05,Eintracht Frankfurt,1,0
15350,12,2013/14,SC Freiburg,VfB Stuttgart,1,3
15351,13,2013/14,VfB Stuttgart,Borussia Mönchengladbach,0,2
15352,13,2013/14,1. FC Nürnberg,VfL Wolfsburg,1,1
15353,13,2013/14,1.FC Augsburg,TSG Hoffenheim,2,0
15354,13,2013/14,Eintracht Braunschweig,SC Freiburg,0,1
15355,13,2013/14,Eintracht Frankfurt,FC Schalke 04,3,3
15356,13,2013/14,Hertha BSC,Bayer 04 Leverkusen,0,1
15357,13,2013/14,Borussia Dortmund,FC Bayern München,0,3
15358,13,2013/14,Hamburger SV,Hannover 96,3,1
15359,13,2013/14,SV Werder Bremen,FSV Mainz 05,2,3
15360,14,2013/14,VfL Wolfsburg,Hamburger SV,1,1
15361,14,2013/14,FC Bayern München,Eintracht Braunschweig,2,0
15362,14,2013/14,Bayer 04 Leverkusen,1. FC Nürnberg,3,0
15363,14,2013/14,TSG Hoffenheim,SV Werder Bremen,4,4
15364,14,2013/14,FSV Mainz 05,Borussia Dortmund,1,3
15365,14,2013/14,Hertha BSC,1.FC Augsburg,0,0
15366,14,2013/14,FC Schalke 04,VfB Stuttgart,3,0
15367,14,2013/14,Hannover 96,Eintracht Frankfurt,2,0
15368,14,2013/14,Borussia Mönchengladbach,SC Freiburg,1,0
